reason_excluded,participantId,langAbv,lang,standardized_entered_name,entered_name,colorSpace,r,g,b,trialNum,tileNum,rgbSet,background,locale,studyVersion,originalLangAbv
excluded name,8316,ro,Romanian (limba română),blue,blue,rgb,0,176,255,3,9,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),colbalt,colbalt,rgb,0,58,255,1,0,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),true blue,true blue,rgb,0,183,255,1,1,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),clementine,clementine,rgb,255,180,0,1,2,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),violet,violet,rgb,185,0,255,1,3,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),blue,blue,rgb,0,119,255,1,4,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),indigo,indigo,rgb,112,0,255,1,5,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),orange,orange,rgb,255,90,0,1,6,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),aqua,aqua,rgb,0,240,255,1,7,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),orange,orange,rgb,255,139,0,1,8,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),green,green,rgb,224,255,0,1,9,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),fuchsia,Fuchsia,rgb,255,0,93,1,10,line,white,en,1.1.2,
participant id,8359,vi,Vietnamese (Tiếng Việt),teal,teal,rgb,0,255,237,1,11,line,white,en,1.1.2,
ignoring characters left nothing,8404,ar,Arabic (العربية),pink,pink,rgb,255,0,150,1,1,line,white,en,1.1.2,
excluded name,8480,es,Spanish (español),light blue,light blue,rgb,0,185,255,1,3,line,white,en,1.1.2,
excluded name,8480,es,Spanish (español),orange,orange,rgb,255,84,0,1,4,line,white,en,1.1.2,
excluded name,8480,es,Spanish (español),green,green,rgb,138,255,0,1,6,line,white,en,1.1.2,
excluded name,8480,es,Spanish (español),red,red,rgb,255,0,83,1,8,line,white,en,1.1.2,
excluded name,8480,es,Spanish (español),purple,purple,rgb,140,0,255,1,9,line,white,en,1.1.2,
excluded name,8480,es,Spanish (español),blue,blue,rgb,0,164,255,1,10,line,white,en,1.1.2,
excluded name,8480,es,Spanish (español),dark blue,dark blue,rgb,0,9,255,1,11,line,white,en,1.1.2,
excluded name,8586,de,German (Deutsch),red,red,rgb,255,0,51,6,0,line,white,en,1.1.2,
excluded name,8638,it,Italian (italiano),blue,blue,rgb,0,125,255,1,3,line,white,en,1.1.2,
excluded name,8638,it,Italian (italiano),blue,blue,rgb,0,110,255,1,6,line,white,en,1.1.2,
excluded name,8638,it,Italian (italiano),blue,blue,rgb,0,82,255,1,9,line,white,en,1.1.2,
excluded name,8638,it,Italian (italiano),blue,blue,rgb,44,0,255,3,3,line,white,en,1.1.2,
excluded name,8638,it,Italian (italiano),blue,blue,rgb,0,40,255,6,3,line,white,en,1.1.2,
excluded name,8688,da,Danish (dansk),pinkl,pinkl,rgb,255,0,65,1,9,line,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",a色,a,rgb,65,243,154,1,0,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",b色,b,rgb,29,198,74,1,1,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",c色,c,rgb,65,218,16,1,2,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",d色,d,rgb,127,191,2,1,3,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",e色,e,rgb,144,46,145,1,4,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",f色,f,rgb,178,232,209,1,5,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",g色,g,rgb,175,76,235,1,6,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",h色,h,rgb,171,124,185,1,7,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",i色,i,rgb,20,114,213,1,8,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",j色,j,rgb,226,80,122,1,9,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",k色,k,rgb,102,1,64,1,10,full,white,en,1.1.2,
forbidden characters,8718,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",l色,l,rgb,195,6,123,1,11,full,white,en,1.1.2,
excluded name,8741,es,Spanish (español),blue,blue,rgb,0,81,255,1,0,line,white,en,1.1.2,
excluded name,8741,es,Spanish (español),orange,orange,rgb,255,142,0,1,3,line,white,en,1.1.2,
excluded name,8741,es,Spanish (español),red,red,rgb,255,44,0,1,4,line,white,en,1.1.2,
excluded name,8741,es,Spanish (español),green,green,rgb,0,255,164,1,7,line,white,en,1.1.2,
excluded name,8741,es,Spanish (español),green,green,rgb,0,255,147,1,9,line,white,en,1.1.2,
excluded name,8773,ro,Romanian (limba română),blue,Blue,rgb,0,255,215,1,0,line,white,en,1.1.2,
excluded name,8773,ro,Romanian (limba română),blue,Blue,rgb,0,202,255,1,6,line,white,en,1.1.2,
excluded name,8773,ro,Romanian (limba română),blue,Blue,rgb,0,232,255,1,7,line,white,en,1.1.2,
excluded name,8773,ro,Romanian (limba română),blue,Blue,rgb,0,136,255,3,8,line,white,en,1.1.2,
excluded name,8773,ro,Romanian (limba română),blue,Blue,rgb,0,172,255,3,10,line,white,en,1.1.2,
excluded name,8773,ro,Romanian (limba română),blue,Blue,rgb,0,210,255,6,4,line,white,en,1.1.2,
excluded name,8773,ro,Romanian (limba română),blue,Blue,rgb,0,255,176,6,5,line,white,en,1.1.2,
excluded name,8773,ro,Romanian (limba română),blue,Blue,rgb,0,255,233,6,8,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,255,71,1,0,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,149,255,1,1,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,182,255,0,1,2,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,35,255,1,3,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,254,255,1,4,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,232,0,255,1,5,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,255,153,1,6,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,63,0,1,7,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,82,255,1,8,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,249,0,1,9,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,102,255,1,10,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,255,97,1,11,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,188,0,3,0,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,167,0,3,1,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,226,255,0,3,2,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,0,37,3,3,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,255,218,3,4,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,0,231,3,5,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,135,0,3,6,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,194,255,3,7,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,223,255,3,8,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,0,172,3,9,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,91,0,3,10,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,86,255,0,3,11,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,176,255,6,0,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,0,87,6,1,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,131,255,6,2,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,255,184,6,3,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,0,56,6,4,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,0,255,247,6,5,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,153,0,255,6,6,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,214,0,6,7,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,194,0,255,6,8,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,0,188,6,9,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,255,0,140,6,10,line,white,en,1.1.2,
participant id,8844,af,Afrikaans (Afrikaans),test,test,rgb,87,0,255,6,11,line,white,en,1.1.2,
excluded name,8883,de,German (Deutsch),cyan,Cyan,rgb,0,182,255,1,8,line,white,en,1.1.2,
excluded name,8883,de,German (Deutsch),cyan,Cyan,rgb,0,255,248,3,6,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),purple,purple,rgb,192,0,255,1,0,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),blue,blue,rgb,0,67,255,1,1,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),yellow,yellow,rgb,239,255,0,1,2,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),ultramarine,ultramarine,rgb,0,214,255,1,3,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),red,red,rgb,255,0,0,1,4,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),light blue,light blue,rgb,0,175,255,1,5,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),lime,lime,rgb,188,255,0,1,6,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),pink,pink,rgb,255,0,139,1,7,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),orange,orange,rgb,255,139,0,1,8,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),mint,mint,rgb,0,255,155,1,9,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),blue,blue,rgb,0,35,255,1,10,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),yellow,yellow,rgb,255,235,0,1,11,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),tiger,tiger,rgb,255,81,0,3,0,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),pink,pink,rgb,255,0,173,3,1,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),mint,mint,rgb,0,255,184,3,2,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),amber,amber,rgb,255,185,0,3,3,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),azure,azure,rgb,0,121,255,3,4,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),red,red,rgb,255,0,16,3,5,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),turquize,turquize,rgb,0,255,244,3,6,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),gold,gold,rgb,255,174,0,3,7,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),ruby,ruby,rgb,255,0,74,3,8,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),magenta,magenta,rgb,255,0,195,3,9,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),violet,violet,rgb,135,0,255,3,10,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),lime,lime,rgb,167,255,0,3,11,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),lime,lime,rgb,118,255,0,6,0,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),blue,blue,rgb,0,27,255,6,1,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),mint,mint,rgb,0,255,116,6,2,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),pink,pink,rgb,255,0,244,6,3,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),pink,pink,rgb,241,0,255,6,4,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),liht blue,liht blue,rgb,0,196,255,6,5,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),turquoise,turquoise,rgb,0,250,255,6,6,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),azure,Azure,rgb,0,154,255,6,7,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),mint,mint,rgb,0,255,210,6,8,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),light blue,light blue,rgb,0,101,255,6,9,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),magenta,magenta,rgb,255,0,91,6,10,line,white,en,1.1.2,
ignoring characters left nothing,8942,he,Hebrew (modern) (עברית),light green,light green,rgb,0,255,67,6,11,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",yellow green,yellow green,rgb,213,255,0,1,0,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",purple,purple,rgb,170,0,255,1,1,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",pink,pink,rgb,255,0,160,1,2,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",light green,light green,rgb,0,255,146,1,4,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",light blue,light blue,rgb,0,238,255,1,5,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",yellow,Yellow,rgb,255,240,0,1,6,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",electric blue,electric blue,rgb,0,13,255,1,9,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",king blue,king blue,rgb,0,97,255,1,10,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",electric blue,electric blue,rgb,0,68,255,3,2,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",red,red,rgb,255,0,76,3,3,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",light green,light green,rgb,0,255,105,3,4,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",fluorescent green,fluorescent green,rgb,94,255,0,3,5,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",yellow,yellow,rgb,255,212,0,3,7,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",king blue,king blue,rgb,0,163,255,3,9,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",blue,Blue,rgb,0,211,255,3,10,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",pink,pink,rgb,255,0,200,3,11,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",electric blue,electric blue,rgb,0,62,255,6,0,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",light blue,light blue,rgb,0,191,255,6,1,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",yellow green,yellow green,rgb,182,255,0,6,2,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",king blue,king blue,rgb,0,151,255,6,3,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",fluorescent green,fluorescent green,rgb,0,255,10,6,5,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",orange red,orange red,rgb,255,72,0,6,9,line,white,en,1.1.2,
excluded name,8948,fr,"French (français, langue française)",red,red,rgb,255,0,28,6,10,line,white,en,1.1.2,
excluded name,9018,sv,Swedish (svenska),magenta,magenta,rgb,255,0,241,3,6,line,white,en,1.1.2,
excluded name,9018,sv,Swedish (svenska),magenta,magenta,rgb,232,0,255,6,11,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,89,255,1,0,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,148,255,1,1,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,33,0,1,2,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,0,16,1,3,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,200,0,1,4,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,255,252,1,5,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,172,0,1,6,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,255,215,1,7,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,48,255,1,8,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,223,0,1,9,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,95,0,255,1,10,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,255,160,1,11,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,114,255,3,0,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,0,231,3,1,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,219,255,3,2,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,71,255,0,3,3,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,235,255,3,4,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,255,142,3,5,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,182,255,3,6,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,0,178,3,7,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,255,112,3,8,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,0,52,3,9,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,90,0,3,10,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,0,101,3,11,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,0,133,6,0,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,178,0,255,6,1,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,128,0,6,2,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,218,255,0,6,3,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,171,255,0,6,4,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,110,255,6,5,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,164,255,6,6,line,white,en,1.1.2,
excluded name,9085,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,255,35,6,7,line,white,en,1.1.2,
